layer,token_type,kind,per_coord_mse,max_abs_error,cosine_sim,inner_product_bias,relative_error,mean_baseline_norm,runtime
0,all,K,1446.9184752829822,499.4921875,-0.057146319415256275,107.15891865075615,1.4467705064606113,831.4547057174791,lcpp-kv-4
0,all,V,0.0227496231482613,1.50311279296875,0.0029603725355191635,-0.4911968524218733,1.415560510873366,3.362936752741633,lcpp-kv-4
0,vision,K,1600.6193349110354,499.4921875,-0.05831323883273866,139.9864738212012,1.447163337025729,881.7805652249286,lcpp-kv-4
0,vision,V,0.01937541693156386,0.94970703125,0.0029225868716213073,-0.445680290757752,1.4149715183425902,3.1392591154573335,lcpp-kv-4
0,text,K,760.0677588201202,423.31640625,-0.05193164826838188,45.681719598566026,1.443089299681217,606.5610210435647,lcpp-kv-4
0,text,V,0.03782810717912798,1.50311279296875,0.003129227221062714,2.785817636834169,1.41691141570236,4.3624961943558525,lcpp-kv-4
1,all,K,123.10907042217487,148.53515625,-0.09267229989674253,0.24190776628048222,1.4852535149936057,238.65204654679826,lcpp-kv-4
1,all,V,0.03822842969743876,1.40185546875,0.0009157466787419063,-0.49082143767047587,1.4101312750505863,4.41774393272478,lcpp-kv-4
1,vision,K,121.55088020868135,148.53515625,-0.08940255358221658,0.2108627648257734,1.4805482737780018,237.8437360927979,lcpp-kv-4
1,vision,V,0.03898944814883696,1.39691162109375,0.00020525453732172993,-1.0012663501735366,1.412115361348033,4.464419398237962,lcpp-kv-4
1,text,K,130.07223293872403,146.1875,-0.10728397873978027,0.40061481387176223,1.5053989056140344,242.26418388811237,lcpp-kv-4
1,text,V,0.034827628492753074,1.40185546875,0.004090758435713319,0.6814015901866531,1.4003294413128995,4.209162946212743,lcpp-kv-4
2,all,K,145.02448422642868,166.404296875,0.0872203353281658,-0.07825783258924872,1.353857189923475,283.27865605858017,lcpp-kv-4
2,all,V,0.06974405088397288,3.357421875,-0.02238628650943415,-1.4908365392948828,1.4272203496506388,5.852811757514644,lcpp-kv-4
2,vision,K,150.99971984949536,166.404296875,0.0839605330474106,-0.062305572362726866,1.3542568601178666,289.25683502878957,lcpp-kv-4
2,vision,V,0.07166984193595549,1.53558349609375,-0.02680596881066726,-1.641794257654875,1.4389562858384475,5.905540429364565,lcpp-kv-4
2,text,K,118.32265003584952,153.7109375,0.1017875767702906,-0.16119472759013517,1.3515846619295424,256.563668785457,lcpp-kv-4
2,text,V,0.061138172120425584,3.357421875,-0.0026358312257986835,-0.023229062503435517,1.370111504222526,5.617180505185311,lcpp-kv-4
3,all,K,49.557173547618625,86.28125,0.07351180051241014,1.334696589864835,1.3654840543920181,164.37143544923094,lcpp-kv-4
3,all,V,0.3453872708229696,3.97314453125,-0.007158519931364281,9.10355269405844,1.418527081848215,13.148797385821425,lcpp-kv-4
3,vision,K,49.223873824918954,86.28125,0.07600708215693701,1.377273042964225,1.363084986280994,164.34758380398813,lcpp-kv-4
3,vision,V,0.3439860070113672,3.97314453125,-0.0037857954382647697,99.72410467106437,1.4200314842111232,13.140136459630332,lcpp-kv-4
3,text,K,51.04660668343279,86.2373046875,0.06236101066343066,1.174991508538254,1.375968925048491,164.4780224889099,lcpp-kv-4
3,text,V,0.35164916848106753,3.427734375,-0.022230382509902724,-1.2601103330619212,1.4120064718302576,13.187500899737882,lcpp-kv-4
4,all,K,92.52093334628668,109.25,0.061574152223705554,-0.5343011465004834,1.3686984468274734,224.0754525339275,lcpp-kv-4
4,all,V,0.34567424621986137,4.236328125,-0.011124401166377298,-0.4626155354578863,1.4181754850954977,13.14228177914073,lcpp-kv-4
4,vision,K,90.53827732996285,91.46875,0.05871672760888836,-0.5226758738561911,1.3716829255990843,221.5333046797745,lcpp-kv-4
4,vision,V,0.35162930396920805,4.236328125,-0.011145803557534043,-0.17240645445251812,1.4216322591863417,13.238160442705421,lcpp-kv-4
4,text,K,101.38092741923384,109.25,0.07434326847116994,-0.6116876527376036,1.3569790335183785,235.43567575717384,lcpp-kv-4
4,text,V,0.31906258190246795,3.529541015625,-0.01102875923089558,0.7019682473945613,1.4015117184173456,12.713824001336015,lcpp-kv-4
5,all,K,88.35171254350693,106.8515625,0.0460149227865866,-0.37218671274470383,1.3889824306812828,214.73099413082778,lcpp-kv-4
5,all,V,0.4619780710500271,5.134765625,-0.01291328883301269,0.9276611193488645,1.420918409904789,15.076502581278557,lcpp-kv-4
5,vision,K,83.04060238856835,106.8515625,0.04762898160865194,-0.20143068755172372,1.3889371271264999,208.94394934409257,lcpp-kv-4
5,vision,V,0.473039847510758,5.134765625,-0.014204445125792721,0.45910213147033124,1.4274355451338745,15.195819976005676,lcpp-kv-4
5,text,K,112.08573604838872,100.875,0.03880209742548209,-1.8163024330133266,1.3891324510010314,240.5918505215509,lcpp-kv-4
5,text,V,0.41254575749113587,4.2587890625,-0.007143434149651954,-0.27144199266338803,1.3888705401713854,14.543302973591729,lcpp-kv-4
6,all,K,53.43194580447224,94.927734375,-0.043017623943183675,0.45688448827452605,1.450622095434857,160.96594447522705,lcpp-kv-4
6,all,V,0.3317197902338876,4.0577392578125,-0.020085312877863373,-4.293318314233832,1.428796895921697,12.747310873086558,lcpp-kv-4
6,vision,K,53.5291679314816,94.927734375,-0.0425540021655659,0.3912491820814947,1.449306636043219,161.2563031494991,lcpp-kv-4
6,vision,V,0.33148460356204923,4.0577392578125,-0.025155149755317904,-5.586233407629003,1.4331065150642015,12.726296482887308,lcpp-kv-4
6,text,K,52.99748442439922,90.01953125,-0.04508943376191308,0.8448258705433728,1.4566044187467526,159.66840414957392,lcpp-kv-4
6,text,V,0.33277078067366495,2.9814453125,0.002570520668261544,2.627740259138873,1.4100737336137081,12.841218929289456,lcpp-kv-4
7,all,K,29.21252270415617,55.796875,0.047325919652469586,0.2312878859266891,1.383077191001076,124.43745121043936,lcpp-kv-4
7,all,V,0.6519190899144904,5.4052734375,-0.013540011206859853,-2.4711558912425895,1.4175031898560992,18.047598062912503,lcpp-kv-4
7,vision,K,27.85785595406996,55.796875,0.04366936648042924,0.19340595364732088,1.3847760295498435,121.61989043671481,lcpp-kv-4
7,vision,V,0.6497274142649965,5.4052734375,-0.018035743682554242,8.377282354879142,1.4243472998136484,17.971070063587966,lcpp-kv-4
7,text,K,35.26618974360394,54.2265625,0.06366614164002488,0.3853250453813491,1.3771298965289542,137.02842591802087,lcpp-kv-4
7,text,V,0.6617131404731664,4.6953125,0.006550293293899447,-0.3968825385919068,1.3885974953846725,18.38958255989403,lcpp-kv-4
8,all,K,9.279558287444555,29.607421875,0.02551167973896652,-54.52590793881759,1.404955097567993,69.20387210277315,lcpp-kv-4
8,all,V,1.1592853729047123,35.3583984375,-0.01915808250911129,2.362973160889968,1.5418065704457273,21.32956566677383,lcpp-kv-4
8,vision,K,9.395771797651946,29.607421875,0.022075388746830772,13.940674720033456,1.407795687482271,69.50209147770904,lcpp-kv-4
8,vision,V,1.1176633551356778,35.3583984375,-0.01739867811464007,2.152911290500721,1.5175648035861249,21.215200532690606,lcpp-kv-4
8,text,K,8.760229163705274,26.69921875,0.040867605110073126,-0.9232530597891419,1.3915750593992895,67.87120427102839,lcpp-kv-4
8,text,V,1.3452837648100844,19.388671875,-0.027020420896904575,4.733961436193365,1.6431603928417253,21.84063485970824,lcpp-kv-4
9,all,K,22.32190957581731,44.908203125,-0.042602424654643964,-3.437149512946346,1.4554084735236958,103.65972364695156,lcpp-kv-4
9,all,V,1.3770534457060724,9.2490234375,0.012162987347064181,10.23436239588803,1.397143136901316,26.657334522032297,lcpp-kv-4
9,vision,K,22.601890423047774,44.908203125,-0.04871705181931074,-1.9607711985961667,1.4587315495258126,104.17458031322872,lcpp-kv-4
9,vision,V,1.3475502873967609,9.2490234375,0.017992258778399443,-10.31787225471252,1.3954717811899453,26.47510261414395,lcpp-kv-4
9,text,K,21.070745164756175,39.58203125,-0.015277684512539285,-7.514385464420784,1.4397888588942673,101.35895791952562,lcpp-kv-4
9,text,V,1.5088956844008088,7.96435546875,-0.013886569361715258,2.6776738773834596,1.4038736782466168,27.471683360408356,lcpp-kv-4
10,all,K,33.16269217802062,81.236328125,-0.02574112038205716,0.11335015243334705,1.4400727173784968,126.11446951783478,lcpp-kv-4
10,all,V,1.6889374762413398,38.80078125,0.004817551099428106,4.527704041901643,1.4395230141054642,28.025518715967753,lcpp-kv-4
10,vision,K,30.30062340180348,81.236328125,-0.024634117422902203,0.24413594549707293,1.438913854205838,121.00755657863404,lcpp-kv-4
10,vision,V,1.6866433239403456,38.80078125,0.008920394839241778,2.3471691879443286,1.4179700299226488,28.3601636654078,lcpp-kv-4
10,text,K,45.952562021740945,77.8828125,-0.030688039855780856,-0.4121388336343195,1.4435038262627988,148.93598671488797,lcpp-kv-4
10,text,V,1.6991894693364096,18.890625,-0.013517031862864244,-0.8224860971058521,1.5485643642931755,26.53007409815753,lcpp-kv-4
11,all,K,11.738409962465084,27.1064453125,-0.02866821757238377,1.2705733379760031,1.4339102046487766,76.43101304901467,lcpp-kv-4
11,all,V,2.9073730072132786,33.3125,-0.010863497208985388,0.0075158257976822886,1.4521889277077036,36.28624288622904,lcpp-kv-4
11,vision,K,11.840020931047505,23.1728515625,-0.029895712105049533,0.7856809093125443,1.4348500003251439,76.72456684652312,lcpp-kv-4
11,vision,V,2.9378244922790198,33.3125,-0.009347505715532702,0.21214055330951834,1.429309638890909,36.99385170934031,lcpp-kv-4
11,text,K,11.284335946612392,27.1064453125,-0.023182851379533638,0.12163248107600551,1.4295281800835837,75.11919451639875,lcpp-kv-4
11,text,V,2.7712929333257463,23.44140625,-0.01763808419535208,-3.6100688694653003,1.5777910485429265,33.12411595795052,lcpp-kv-4
12,all,K,22.805180103670015,58.515625,-0.06256201413600145,-0.02981831241177795,1.4573226840021232,104.4309948874925,lcpp-kv-4
12,all,V,6.16269647568987,85.4375,-0.013125981711082048,0.6116016190735912,1.5020481815986726,43.77433692270183,lcpp-kv-4
12,vision,K,23.54151848878541,58.515625,-0.06039320603077846,-0.052474424933494204,1.4563024330646943,106.30641337514922,lcpp-kv-4
12,vision,V,6.198331364818495,85.4375,-0.017224943497268833,0.9237086964171481,1.4349022297765213,44.995711025723935,lcpp-kv-4
12,text,K,19.51466794518561,52.513671875,-0.07225387535621661,0.125144344158091,1.4628599114030227,96.05021852077644,lcpp-kv-4
12,text,V,6.003453064896325,38.86328125,0.005191253770940159,-1.5279709561416308,2.0106239145660076,38.31632139982174,lcpp-kv-4
13,all,K,7.312007486314211,24.93896484375,0.009702751582880366,-1.3357860203365832,1.4090587832874621,61.388941257177734,lcpp-kv-4
13,all,V,7.556162492640793,92.69921875,0.0023405848891965174,-0.9737456786811374,1.4981228291350455,48.53068350407274,lcpp-kv-4
13,vision,K,7.36090447781277,18.205078125,0.008773304855070777,-0.45924734720791877,1.4099753465864069,61.56264643636754,lcpp-kv-4
13,vision,V,7.523715910293055,92.69921875,-0.0003629961003022222,-0.7747198377555911,1.4303208680753787,49.49431785227253,lcpp-kv-4
13,text,K,7.0934990555550215,24.93896484375,0.013856216647779468,22.569528853497502,1.4048317282330778,60.61269623767332,lcpp-kv-4
13,text,V,7.701158157507238,51.4296875,0.014422212436019008,-2.2480128080892694,1.9734632354937638,44.224442510554915,lcpp-kv-4
